"","release_nb","fam_int_id","age","sex","num_children","marital","life_satisfaction","house_val","weeks_employed_last_yr","leisure_hrs","itemize_tax","health_status","race_ref_1","race_ref_2","race_ref_3","race_ref_4","religious_pref","religious_denom","donated_gt_25_charity_last_yr","religious_attend_nb","religious_attend_freq","respondant_was","taxable_income","total_fam_income","education","immigrant_fam_wt","house_val_thousand","donated"
"5017","1","9009",42,"Male",0,"Married","Somewhat satisfied",125000,52,20,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",10,"Year","Spouse or new spouse",102050,102050,"SomeCollege",47.221,"[100, 150)","Yes"
"5018","1","3775",87,"Female",0,"Widowed","Somewhat satisfied",NA,0,56,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",3,"Month","Current Reference Person",30050,39470,"HS",69.555,"Does not own home","Yes"
"5019","1","4614",65,"Male",0,"Married","Very satisfied",120000,0,40,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",50,"Year","Current Reference Person",44600,53600,"SomeCollege",35.022,"[100, 150)","No"
"5020","1","4247",64,"Male",0,"Married","Very satisfied",135000,16,15,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",30,"Year","Current Reference Person",8910,66642,"HS",31.036,"[100, 150)","Yes"
"5021","1","4053",55,"Male",0,"Married","Very satisfied",250000,52,20,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",6,"Year","Current Reference Person",120000,145000,"HS",31.525,"[240, 300)","Yes"
"5022","1","3807",32,"Male",0,"Separated","Somewhat satisfied",NA,0,40,"No; did/will not file","Poor","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","No",0,"None*","Current Reference Person",0,8916,"HS",34.736,"Does not own home","No"
"5023","1","2834",67,"Male",0,"Married","Very satisfied",250000,52,25,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",3,"Week","Current Reference Person",45036,89636,"College",32.347,"[240, 300)","Yes"
"5024","1","2868",62,"Female",0,"Widowed","Somewhat satisfied",375000,52,4,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",3,"Month","Current Reference Person",31250,64430,"College",29.543,"[300, 450)","No"
"5025","1","2872",58,"Male",0,"Married","Completely satisfied",325000,52,10,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",3,"Week","Current Reference Person",75150,75150,"College",31.549,"[300, 450)","Yes"
"5026","1","3591",40,"Female",0,"Never married","Somewhat satisfied",160000,52,30,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",2,"Month","Current Reference Person",60000,60000,"College",34.883,"[150, 185)","Yes"
"5027","1","2775",36,"Male",3,"Married","Very satisfied",215000,52,20,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Week","Current Reference Person",211000,211000,"College",17.728,"[185, 240)","No"
"5028","1","2774",24,"Female",1,"Divorced, annulled","Very satisfied",NA,25,15,"No; did/will not file","Good","White","American Indian or Alaska Native","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Week","Current Reference Person",20000,24800,"College",25.074,"Does not own home","No"
"5029","1","2731",35,"Male",2,"Married","Completely satisfied",99000,52,5,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Protestant unspecified","Yes",2,"Month","Spouse or new spouse",83612,83612,"SomeCollege",17.326,"[65, 100)","Yes"
"5030","1","3020",42,"Male",1,"Married","Completely satisfied",196000,52,15,"Yes","Good","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Spouse or new spouse",117600,122400,"College",11.166,"[185, 240)","Yes"
"5031","1","2730",30,"Male",3,"Married","Completely satisfied",NA,52,10,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",30000,30000,"College",14.911,"Does not own home","Yes"
"5032","1","2866",34,"Male",0,"Married","Completely satisfied",NA,52,4,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Month","Spouse or new spouse",55600,55600,"HS",15.934,"Does not own home","No"
"5033","1","3737",69,"Male",0,"Divorced, annulled","Very satisfied",NA,52,25,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Methodist/African Methodist","Yes",5,"Year","Current Reference Person",36000,75276,"SomeCollege",48.881,"Does not own home","Yes"
"5034","1","2901",69,"Female",0,"Divorced, annulled","Very satisfied",NA,52,6,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Episcopalian","Yes",52,"Year","Current Reference Person",49000,97500,"SomeCollege",24.192,"Does not own home","Yes"
"5035","1","2552",48,"Male",1,"Married","Completely satisfied",550000,52,8,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Episcopalian","Yes",1,"Week","Current Reference Person",271200,271200,"College",24.921,"[450, 4500)","Yes"
"5036","1","3199",46,"Male",1,"Married","Very satisfied",345000,52,12,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Month","Spouse or new spouse",225100,225100,"SomeCollege",23.679,"[300, 450)","No"
"5038","1","8884",48,"Female",0,"Married","Somewhat satisfied",235000,52,12,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Week","Current Reference Person",98398,98398,"College",15.692,"[185, 240)","No"
"5039","1","6035",24,"Male",0,"Never married","Somewhat satisfied",NA,52,15,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",24930,24930,"SomeHS",21.589,"Does not own home","No"
"5040","1","8768",56,"Male",0,"Married","Not very satisfied",145000,52,22,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",65500,103440,"HS",16.58,"[100, 150)","Yes"
"5042","1","6027",51,"Female",1,"Divorced, annulled","Very satisfied",180000,52,1,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","Yes",2,"Week","Current Reference Person",51225,70761,"College",5.74,"[150, 185)","Yes"
"5043","1","3181",65,"Male",0,"Married","Somewhat satisfied",250000,52,28,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",0,"None*","Spouse or new spouse",5000,49400,"SomeHS",26.442,"[240, 300)","Yes"
"5044","1","3620",43,"Male",1,"Married","Very satisfied",340000,52,15,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Methodist/African Methodist","Yes",1,"Month","Current Reference Person",157000,157000,"College",13.635,"[300, 450)","Yes"
"5045","1","980",50,"Male",0,"Never married","Somewhat satisfied",450000,52,25,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","Yes",2,"Year","Current Reference Person",165500,165500,"College",36.272,"[450, 4500)","Yes"
"5046","1","844",59,"Male",2,"Married","Somewhat satisfied",152000,52,0,"Yes","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Month","Current Reference Person",57000,57000,"College",45.601,"[150, 185)","Yes"
"5047","1","440",42,"Female",0,"Never married","Completely satisfied",NA,52,8,"No; did/will not file","Poor","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Jehovah's Witnesses","Yes",2,"Week","Current Reference Person",20022,26522,"SomeCollege",76.784,"Does not own home","Yes"
"5048","1","343",70,"Male",0,"Married","Very satisfied",1e+05,19,28,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",2,"Week","Spouse or new spouse",29020,47780,"HS",5.874,"[100, 150)","Yes"
"5049","1","171",42,"Male",1,"Married","Very satisfied",50000,52,30,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",10,"Year","Spouse or new spouse",80176,80176,"HS",3.04,"[0.145, 65)","Yes"
"5050","1","5627",75,"Male",0,"Married","Very satisfied",2e+05,52,20,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Month","Current Reference Person",3900,69900,"College",62.75,"[185, 240)","Yes"
"5051","1","6218",40,"Male",3,"Married","Completely satisfied",NA,52,10,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Month","Spouse or new spouse",88100,88100,"College",31.543,"Does not own home","No"
"5053","1","5264",66,"Female",0,"Divorced, annulled","Very satisfied",375000,0,25,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",3,"Year","Current Reference Person",700,27140,"College",59.134,"[300, 450)","Yes"
"5054","1","7760",64,"Female",0,"Widowed","Very satisfied",NA,52,15,"Yes","Excellent","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",173050,194650,"College",97.86,"Does not own home","Yes"
"5055","1","6361",62,"Female",0,"Divorced, annulled","Not very satisfied",NA,52,20,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",2,"Month","Current Reference Person",32000,32682,"College",119.409,"Does not own home","Yes"
"5056","1","7398",59,"Male",0,"Divorced, annulled","Somewhat satisfied",NA,17,40,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",54000,54000,"College",91.552,"Does not own home","Yes"
"5057","1","5021",45,"Female",3,"Divorced, annulled","Very satisfied",4e+05,52,20,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",1,"Week","Current Reference Person",136697,152841,"College",25.967,"[300, 450)","No"
"5058","1","9444",43,"Male",3,"Married","Very satisfied",720000,52,12,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",425000,425000,"College",16.231,"[450, 4500)","Yes"
"5059","1","6969",22,"Male",0,"Never married","Somewhat satisfied",NA,52,40,"No; did/will not file","Very good","White","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",18000,18500,"HS",70.126,"Does not own home","Yes"
"5061","1","3105",67,"Male",0,"Never married","Very satisfied",5e+05,52,36,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","Yes",4,"Year","Current Reference Person",12960,63460,"College",36.494,"[450, 4500)","Yes"
"5062","1","6034",70,"Female",0,"Never married","Somewhat satisfied",NA,0,10,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Disciples of Christ; United Christian; First Christian; Christian Holiness","No",0,"None*","Current Reference Person",2,8822,"SomeHS",84.945,"Does not own home","No"
"5063","1","4524",69,"Male",0,"Married","Very satisfied",1e+05,0,30,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Protestant unspecified","No",0,"None*","Spouse or new spouse",0,16924,"HS",19.554,"[100, 150)","No"
"5064","1","4689",89,"Female",0,"Divorced, annulled","Somewhat satisfied",20000,0,8,"No; did/will not file","Poor","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Methodist/African Methodist","Yes",1,"Week","Current Reference Person",1008,12204,"HS",86.516,"[0.145, 65)","Yes"
"5065","1","5305",61,"Male",0,"Married","Very satisfied",80000,52,3,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",89050,89050,"SomeHS",38.192,"[65, 100)","Yes"
"5066","1","6419",56,"Male",0,"Married","Very satisfied",NA,52,2,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Methodist/African Methodist","No",0,"None*","Spouse or new spouse",25544,33764,"HS",39.131,"Does not own home","No"
"5067","1","4547",30,"Male",0,"Never married","Somewhat satisfied",NA,52,25,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",0,"None*","Current Reference Person",17000,35000,"College",21.619,"Does not own home","No"
"5068","1","5035",36,"Male",1,"Divorced, annulled","Somewhat satisfied",NA,0,15,"No; did/will not file","Excellent","American Indian or Alaska Native","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Protestant unspecified","No",0,"None*","Current Reference Person",0,36000,"HS",53.706,"Does not own home","No"
"5070","1","8017",40,"Male",0,"Married","Very satisfied",NA,52,15,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",15,"Year","Spouse or new spouse",105000,105000,"HS",17.913,"Does not own home","No"
"5071","1","6178",89,"Male",0,"Married","Completely satisfied",255300,0,15,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","Yes",1,"Week","Spouse or new spouse",25126,65108,"College",67.811,"[240, 300)","Yes"
"5072","1","4511",43,"Male",1,"Married","Very satisfied",260000,52,30,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",51000,51000,"College",34.249,"[240, 300)","No"
"5074","1","7867",43,"Male",2,"Married","Very satisfied",3e+05,52,24,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Presbyterian","Yes",14,"Year","Spouse or new spouse",115000,115000,"College",12.972,"[300, 450)","Yes"
"5075","1","7034",90,"Male",0,"Married","Very satisfied",85000,0,12,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",2,"Week","Spouse or new spouse",100,22900,"HS",51.665,"[65, 100)","Yes"
"5076","1","4326",37,"Female",2,"Divorced, annulled","Very satisfied",150000,52,3,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",44163,44832,"College",27.337,"[150, 185)","Yes"
"5077","1","7800",40,"Female",2,"Never married","Very satisfied",140000,52,3,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Month","Current Reference Person",32000,32000,"SomeCollege",23.499,"[100, 150)","Yes"
"5078","1","6941",68,"Male",0,"Married","Very satisfied",150000,0,15,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",0,"None*","Current Reference Person",15900,104300,"College",31.932,"[150, 185)","Yes"
"5079","1","6534",40,"Male",3,"Married","Very satisfied",260000,52,8,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Spouse or new spouse",68465,75165,"HS",16.206,"[240, 300)","Yes"
"5080","1","5054",90,"Male",0,"Married","Somewhat satisfied",1e+05,0,42,"No; did/will not file","Poor","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",2,"Week","Spouse or new spouse",3156,46584,"HS",68.744,"[100, 150)","Yes"
"5081","1","5311",65,"Female",0,"Divorced, annulled","Somewhat satisfied",1e+05,52,7,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",1,"Week","Current Reference Person",65466,65466,"SomeCollege",69.634,"[100, 150)","Yes"
"5082","1","6277",63,"Male",1,"Married","Very satisfied",350000,52,3,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",8,"Year","Current Reference Person",177900,233700,"HS",15.949,"[300, 450)","Yes"
"5083","1","8433",40,"Male",0,"Married","Very satisfied",180000,52,20,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",5,"Year","Current Reference Person",172050,172050,"SomeCollege",20.508,"[150, 185)","Yes"
"5084","1","8279",38,"Male",0,"Never married","Very satisfied",180000,52,5,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","No",1,"Month","Current Reference Person",85050,85050,"HS",22.175,"[150, 185)","No"
"5085","1","9290",34,"Male",2,"Married","Very satisfied",140000,52,5,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",1,"Year","Current Reference Person",185030,188330,"SomeHS",11.263,"[100, 150)","No"
"5086","1","8954",25,"Male",0,"Never married","Very satisfied",215000,52,14,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","DK; NA; refused","No",0,"None*","Current Reference Person",110024,124824,"HS",11.397,"[185, 240)","No"
"5087","1","7065",42,"Male",0,"Married","Very satisfied",1e+05,52,15,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Year","Spouse or new spouse",60100,60100,"HS",17.897,"[100, 150)","Yes"
"5088","1","2205",34,"Male",0,"Married","Very satisfied",475000,52,14,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",0,"None*","Current Reference Person",195750,195750,"College",21.234,"[450, 4500)","Yes"
"5091","1","2936",83,"Male",0,"Married","Somewhat satisfied",NA,0,30,"No; did/will not file","Poor","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Spouse or new spouse",10100,54224,"SomeHS",91.867,"Does not own home","No"
